ZipCode,Pop16YAO,MedianEarnings16YAO,MedianEarnings25YAO,MedianEarningsBachelors25YAO,MedianEarningsGradOrProfDeg25YAO
14592,153,,,,
14604,1357,32001,37949,41463,57852
14605,4899,17159,21039,32260,41563
14606,14909,29003,32569,46757,52953
14607,12303,33254,40716,48019,52923
14608,4941,21822,25112,36740,56250
14609,22436,31501,35527,46516,55970
14610,8533,43097,47378,49242,64947
14611,6614,20293,25531,39643,52083
14612,19406,36030,40306,50672,64592
14613,6037,24933,28203,38788,61771
14614,545,9241,15833,81667,
14615,8522,26779,30284,41884,53802
14616,14898,30935,33750,39107,52460
14617,12362,41820,46680,57318,59688
14618,12906,43663,60332,56182,73359
14619,7332,24845,31221,52188,51176
14620,15221,29279,35201,42112,53422
14621,13057,21818,25366,35819,52404
14622,6664,34758,37895,51651,51815
14623,15755,17290,37990,42845,53159
14624,21408,36473,41229,50794,63454
14625,5632,45817,50552,64886,75159
14626,16256,34811,40305,55625,63381
14627,1780,3472,,,
14701,18915,26062,30361,40193,54393
14706,3150,30388,37712,59559,66892
14707,89,28917,29500,59167,
14708,95,48438,51250,,
14709,698,30147,35156,54519,50417
14710,1611,34375,39457,30750,56635
14711,865,30774,37180,35833,62604
14712,1585,32865,41358,41989,63594
14714,263,31298,40125,41667,44444
14715,1296,29296,30536,28571,53854
14716,1284,21118,25331,47188,45250
14717,220,40179,41295,61667,61250
14718,1031,32644,40143,44250,65000
14719,1614,30088,33691,54063,50417
14720,282,25600,26050,43125,
14721,69,19688,19688,,
14722,134,2500,,,
14723,559,34420,37438,63750,46750
14724,1153,31458,36027,42167,67875
14726,702,27589,30820,21667,60313
14727,2507,32063,35318,46850,52222
14728,503,29464,33750,27396,71136
14729,544,33021,36375,35250,62667
14731,621,39688,46477,70714,69500
14732,57,32083,40469,,
14733,1867,27287,32276,41771,44750
14735,1332,28603,30445,50208,40000
14736,161,34489,36250,,
14737,2030,29330,32332,43462,59231
14738,1774,32754,33721,21992,62500
14739,1184,25851,27207,,54875
14740,464,34310,35179,60083,78182
14741,925,38363,40818,39943,68500
14742,103,16536,,,
14743,870,28704,33036,61477,54063
14744,1332,7481,32421,30156,47159
14747,1090,29167,32431,55500,59167
14748,316,21912,28667,48750,42813
14750,2376,33062,40164,64438,71875
14752,51,,,,
14753,578,28417,36429,44583,62813
14754,295,38125,41597,,67788
14755,1638,29535,32239,37031,51429
14756,40,,,,
14757,1582,27380,31268,23438,61136
14760,9214,31016,35228,39673,55545
14767,920,28232,34115,44125,59375
14769,587,19006,22188,,
14770,1349,34310,35956,45388,57692
14772,1865,29398,31841,51375,56136
14774,39,25208,25417,,
14775,1256,28421,31473,29904,42083
14777,244,29886,31033,28875,77250
14778,994,3079,,,
14779,2791,24688,27568,42143,43500
14781,966,27803,31706,51250,65417
14782,1161,29728,31895,31429,60167
14783,132,32778,34444,,
14784,543,27083,35938,,72813
14787,2395,26577,29905,23519,68839
14788,21,39625,39625,,
14801,2499,31308,36758,47569,63145
14802,2976,3838,32059,31563,57250
14803,519,28098,30833,,65000
14804,768,31473,32277,27125,60694
14805,604,32083,34957,32917,61250
14806,1005,31563,34338,31771,53068
14807,1556,28452,33897,45938,55962
14808,278,33704,34537,,
14809,1132,29323,32475,28750,51000
14810,5442,28079,31022,46792,59219
14812,1668,32437,35554,62176,63906
14813,1043,26827,33365,49000,56563
14814,996,47625,54781,60481,55592
14815,420,26500,31111,,58333
14816,321,43575,44800,,
14817,1477,29823,33500,45000,46346
14818,1356,22128,35256,22179,
14819,298,21094,30089,38750,
14820,426,31719,39375,37813,
14821,1634,32625,36505,63882,28654
14822,465,26641,30000,51250,
14823,1653,29201,31563,47500,57361
14824,263,24803,36875,43125,48750
14825,420,36250,37083,,
14826,952,28333,31983,31250,62708
14827,100,47500,47500,,
14830,10646,36115,42111,49789,63125
14836,431,51392,52074,63000,64087
14837,2818,28602,32644,36774,75625
14838,1014,35300,40951,,82574
14839,320,29605,29803,28750,60417
14840,1384,33900,36861,28625,60250
14841,222,48000,48000,53500,
14842,388,15435,17201,,
14843,6176,24179,29872,31786,50982
14845,10157,40258,44177,58152,76354
14846,383,29911,37895,38438,44375
14847,1224,27647,30927,35417,48393
14850,38335,23199,40513,39185,54484
14853,1397,2500,,,
14854,0,,,,
14855,424,30417,37024,52917,
14856,82,16429,,,
14858,647,37917,42832,65000,46250
14859,390,32857,38500,62500,
14860,607,35347,36806,36771,61364
14861,648,33361,34303,60625,54583
14864,676,23929,27768,,69167
14865,1440,33718,36853,29219,56563
14867,3115,37619,40067,32303,65378
14869,775,26576,28250,49375,33594
14870,5217,38750,44164,53308,97868
14871,1984,39348,41364,48409,54803
14872,318,48000,44844,44750,148958
14873,1147,28977,31753,40625,58750
14874,117,30859,31719,76250,
14877,203,30938,35179,,
14878,304,36875,42708,2500,60417
14879,1057,36884,38545,44250,40000
14880,707,30742,35076,50313,57778
14881,229,62716,62716,53750,98750
14882,2406,44353,50600,53030,49792
14883,2336,30898,35938,45227,63024
14884,128,45833,45972,31875,72917
14885,376,27500,30365,25625,59167
14886,4018,33841,41385,47344,58750
14889,849,30304,33906,36071,35625
14891,2008,29623,35587,41154,70694
14892,4063,27476,30871,55357,61417
14893,0,,,,
14894,535,30917,33000,,58750
14895,4613,27394,30871,32130,56635
14897,411,27917,29306,41042,53438
14898,912,29737,32130,57917,55625
14901,6015,20918,26688,40313,53582
14903,4094,36453,40474,63088,59884
14904,7905,27093,31238,36406,51111
14905,4461,38814,42634,50500,62167
15001,16585,33992,39014,49895,66277
15003,6283,32023,37107,49167,52273
15004,232,17077,21985,,
15005,5365,40651,43016,61736,66016
15006,398,51210,51734,62391,50781
15007,170,52601,52855,,
15009,7969,40473,41974,51533,63931
15010,14612,30812,37524,52892,60417
15012,8318,36330,45441,52071,82578
15014,1671,31224,35752,40089,76750
15015,648,64844,70357,76635,100625
15017,9172,41137,44803,54324,82782
15018,463,24453,25804,,
15019,967,29875,30747,46250,
15020,163,29464,29719,,
15021,3801,32468,36108,53578,53958
15022,4933,32928,36657,44375,47337
15024,4793,38213,40842,50110,67083
15025,8403,36927,42341,63827,77632
15026,1827,39297,41634,58542,80167
15027,1145,39552,42250,53235,66406
15028,57,31375,31944,48438,
15030,656,29056,31324,61250,
15031,241,12120,12121,,
15033,2157,24802,28810,23681,53177
15034,908,33494,34714,48050,59107
15035,1143,31847,34226,53333,51786
15037,5610,37820,42255,59107,61100
15038,188,40486,40486,,
15042,4743,39351,41977,50122,60000
15043,956,39167,40897,69141,55781
15044,15104,55815,65553,69239,106644
15045,2459,26319,26902,39375,65170
15046,1507,37872,42708,57292,59722
15047,104,32639,33958,,
15049,475,38578,40172,81875,76250
15050,1435,36250,42250,64821,82813
15051,206,48333,50455,49688,
15052,1750,34423,38994,48676,47841
15053,46,36071,40536,,
15054,172,31635,31587,,63750
15055,599,30042,30750,38650,57639
15056,615,35380,38922,49063,69028
15057,8567,45893,52870,63119,100252
15059,1817,30423,32363,55938,41786
15060,409,31683,33167,35357,
15061,6400,36976,41637,53875,59459
15062,3678,30339,35280,40781,58472
15063,5938,33911,37649,41492,58333
15064,194,41250,52778,65592,
15065,6034,32950,37130,49634,49809
15066,6575,32735,37657,48966,65956
15067,1060,28750,31321,41181,
15068,19650,33457,37330,53969,58558
15071,6307,44221,48750,64573,56607
15072,9,,,,
15074,4154,32117,34771,47692,58500
15075,111,35573,35573,,
15076,514,31368,31368,,
15077,69,18542,,,
15078,202,30000,31250,,
15081,224,33056,39643,66250,
15082,31,,,,
15083,288,28523,31667,19615,
15084,5333,30709,32102,37377,57625
15085,4071,40723,41904,54076,61875
15086,249,30917,45469,,18684
15087,82,48906,49609,,
15088,253,21012,24167,,
15089,3392,32338,36972,40799,53750
15090,12465,67510,73350,73372,99459
15101,13915,49503,53494,57949,84863
15102,16201,43141,49717,55191,79000
15104,3917,21259,25130,31750,37857
15106,11232,36048,40196,47591,65612
15108,24472,40519,49501,58497,82668
15110,2434,20752,26833,37938,34511
15112,1538,27357,29952,45625,59375
15116,8596,41990,45935,54090,70759
15120,9986,32308,35881,54912,56713
15122,10587,36671,40638,50934,49605
15126,4753,42189,50651,64286,55889
15129,6275,38807,43105,48967,61985
15131,4205,37493,40040,51955,56250
15132,9638,26320,29772,43856,66719
15133,3524,36080,40203,56250,60625
15135,3124,30647,36061,43947,52831
15136,11932,36087,40542,62463,63108
15137,5117,34252,37407,53245,49931
15139,3729,42152,45431,50969,73281
15140,1609,27426,31384,40707,
15142,700,150921,157574,160726,
15143,10936,58054,63230,78149,113147
15144,2314,34050,37462,47847,55313
15145,3696,25468,29486,29286,60341
15146,15793,38515,42341,52792,70434
15147,9433,33469,37239,51850,53204
15148,1096,27026,29561,33523,
15201,8485,41483,44095,48461,58099
15202,12685,37384,40163,49061,53693
15203,7328,36380,46625,53502,63200
15204,4258,30027,31581,48145,50409
15205,13580,38307,41708,50355,67426
15206,17258,35272,40011,42779,62237
15207,5477,31897,34573,43438,58724
15208,4611,30779,35636,37411,71471
15209,7039,40861,42983,49800,54753
15210,13478,27923,30917,35638,53308
15211,7019,37364,40056,50758,65938
15212,15123,34284,37225,49130,56667
15213,19723,5556,31455,35841,41815
15214,7368,34438,38463,42034,62614
15215,6987,40472,44323,49423,91343
15216,14349,38816,42416,49139,58425
15217,16385,36510,46946,36344,70865
15218,8321,36610,39136,40683,61860
15219,9460,9830,23210,41530,51607
15220,10517,44244,51445,55768,74826
15221,17384,32171,36870,42026,56028
15222,3751,53275,75580,73661,102599
15223,4150,33082,38226,43403,53095
15224,7211,31826,34542,38511,48045
15225,612,31543,33036,31765,49250
15226,8025,36316,40549,46966,60515
15227,15724,36939,41233,51014,63583
15228,9773,57896,63103,61383,91260
15229,8387,39213,43867,56193,57883
15232,8222,32168,46784,42535,54817
15233,2095,18665,23880,65724,55682
15234,8183,39708,42126,48446,58977
15235,19224,35981,40100,47747,53287
15236,16125,40016,43088,52752,56526
15237,23800,51145,55849,58669,74024
15238,6688,51908,57296,60457,91908
15239,11791,40552,44044,49563,69813
15241,10347,63019,71563,68272,101581
15243,6261,54795,61221,68358,85352
15260,0,,,,
15290,0,,,,
15301,26913,30854,36513,49145,62905
15310,88,29688,29688,,
15311,930,39135,41875,43750,72656
15312,2040,35000,40258,63864,78393
15313,210,29250,33750,,36500
15314,1837,30615,35273,55972,53438
15315,292,33235,35833,,
15316,49,35313,35313,,
15317,21692,48278,52758,63299,80947
15320,2288,35714,40620,50703,47837
15321,965,35967,45515,53583,76719
15322,930,33776,40694,41579,54531
15323,2468,34632,38575,54583,70208
15324,274,26538,28750,,46250
15325,160,,,,
15327,729,38125,43029,93047,43750
15329,791,34583,43641,42857,61875
15330,2819,40257,42485,48484,
15331,286,31136,34615,65625,
15332,4301,40962,43674,56919,49250
15333,1111,32205,37962,62813,56500
15334,60,39500,42083,40313,
15337,311,32750,40882,51875,87750
15338,744,32723,37500,58472,
15340,771,37563,43720,50156,52917
15341,331,32813,37813,32500,
15342,2591,36343,40707,64091,74688
15344,618,42738,45000,47426,
15345,651,33594,36339,35417,137813
15346,198,36250,36875,37292,
15347,442,26711,34956,,
15348,122,31375,39500,31625,
15349,775,36908,41591,45688,
15350,216,20147,26528,,
15351,447,31903,34975,41667,
15352,415,37688,40673,,
15353,62,,48889,,64250
15357,701,34625,36889,65500,72969
15358,291,25720,27197,46250,
15359,109,23021,23646,10625,
15360,956,39828,43523,40104,91000
15361,112,24688,24688,,
15362,339,37188,38375,50764,
15363,357,40104,46477,52768,
15364,361,40057,41477,,
15366,78,72917,72917,,
15367,4791,64570,80676,87454,115667
15368,136,25909,26406,,
15370,7204,25315,34230,48287,60313
15376,796,37813,41409,44583,52750
15377,309,27604,35982,,
15378,92,31094,,,
15379,53,33750,54583,63750,
15380,216,47188,48125,,
15401,14345,31746,36221,43989,71723
15410,644,29850,30515,,
15411,306,35000,38618,42917,
15412,241,35313,41042,47917,58958
15413,255,30694,31944,,
15417,3691,32414,36759,41250,44773
15419,2759,6445,36977,41328,58333
15420,93,19137,19494,,
15421,0,,,,
15422,65,,,,
15423,1271,28867,31862,64831,66528
15424,891,27131,31000,38750,38750
15425,9336,30606,33394,40726,71607
15427,441,36681,38472,41250,62917
15428,1044,37326,40632,42083,53929
15429,110,,,,
15430,188,,24792,,81339
15431,1932,32418,36044,46641,
